Array,CUID,CTD_CruiseName,CTD_CruiseLeg,CTDcast,CTD_Date,CTD_lat,CTD_lon,CTD_site_desc,Notes,filepath_primary,CTD_rawdata_filepath,O2_filepath,salt_filepath
Global_Irminger,AR21,GI4,,2,2017-08-02T13:12:00,,,,Release Test. Cast aborted due to engine issues,/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_002.cnv,no_samples,no_samples
Global_Irminger,AR21,GI4,,3,2017-08-02T14:10:00,50.78638,-47.31687,,Release Test,/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_003.cnv,no_samples,no_samples
Global_Irminger,AR21,GI4,,4,2017-08-02T15:51:00,50.78647,-47.31813,,Release Test,/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_004.cnv,no_samples,no_samples
Global_Irminger,AR21,GI4,,5,2017-08-02T17:38:00,50.78648,-47.31813,,Release Test,/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_005.cnv,no_samples,no_samples
Global_Irminger,AR21,GI4,,6,2017-08-02T19:18:00,50.78648,-47.31812,,"Release Test. Samples collected for testing salininometer,O2 ",/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_006.cnv,no_samples,no_samples
Global_Irminger,AR21,GI4,,7,2017-08-05T20:21:00,59.92632,-39.5162,"GI01SUMO-00003, GI01SUMO-00004","Cast between SUMO-3 and SUMO-4. Salt, O2, pH, DIC/TA, Nutrient, Chl",/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_007.cnv,Water Sampling/Salts and O2/007OXY.xlsx,Water Sampling/Salts and O2/007SAL.xlsx
Global_Irminger,AR21,GI4,,8,2017-08-06T14:44:00,59.97082,-39.51025,"GI02HYPM-00003, GI02HYPM-00004","Cast between HYPM-3 and HYPM-4. Salt, O2",/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_008.cnv,Water Sampling/Salts and O2/008OXY.xlsx,Water Sampling/Salts and O2/008SAL.xlsx
Global_Irminger,AR21,GI4,,9,2017-08-06T21:59:00,,,,SSSG testing of new pump,/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_009.cnv,no_samples,no_samples
Global_Irminger,AR21,GI4,,10,2017-08-07T16:11:00,59.7162,-39.3382,"GI03FLMB-00003, GI03FLMB-00004","Cast between FLMB-3 and FLMB-4. Salt, O2, 1-DIC/TA (duplicate), 1-Chl (duplicate)",/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_010.cnv,Water Sampling/Salts and O2/010OXY.xlsx,Water Sampling/Salts and O2/010SAL.xlsx
Global_Irminger,AR21,GI4,,11,2017-08-08T15:52:00,59.76962,-39.8611,"GI03FLMA-00003, GI03FLMA-00004","Cast between FLMA-3 and FLMA-4. Salt, O2, 1-DIC/TA (duplicate), 1-Chl (duplicate)",/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_011.cnv,Water Sampling/Salts and O2/011OXY.xlsx,Water Sampling/Salts and O2/011SAL.xlsx
Global_Irminger,AR21,GI4,,12,2017-08-09T12:59:00,59.85357,-39.12813,Glider Box,"Salt, O2, Nutrient, Chl (all duplicates)",/Volumes/webdav/OOI/Global Irminger Sea Array/Cruise Data/Irminger_Sea-04_AR21_2017-07-28/Ship Data/,ctd/process/ar21_012.cnv,Water Sampling/Salts and O2/012OXY.xlsx,Water Sampling/Salts and O2/012SAL.xlsx
Global_Papa,MV-1309,GP1,,1,2013-07-17T19:31:00,,,,6 Edgetech releases and 8 SBE-37 instruments,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1309,GP1,,2,2013-07-18T02:02:00,,,,6 Edgetech releases and 22 SBE-37 instruments,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1309,GP1,,3,2013-07-18T06:49:00,,,,"2 top assemblies for flanking moorings, each holding instrument types CTDMO, PHSEN, DOSTA, FLORT",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1309,GP1,,4,2013-07-19T03:01:00,,,,3 SAMI pH instruments (2 in flanking mooring assemblies). Held at 30m for one hour to let SAMI sample at their mooring depths. Spikes in S and O suggest sensor contamination.,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1309,GP1,,5,2013-07-20T00:09:00,,,,2 PHSEN instruments attached to rosette for testing,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1309,GP1,,6,2013-07-20T03:58:00,,,,2 PHSEN instruments attached to rosette for testing,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1309,GP1,,7,2013-07-20T17:55:00,,,,3 acoustic releases attached to rosette for testing. This CTD cast is meanut for cal/val of 4 gliders which are diving nearby (Webb s/n 362-365),/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1309,GP1,,8,2013-07-21T03:54:00,,,,1 PHSEN instrument attached to rosette for testing. S and O values suspicious at end of cast.,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1309,GP1,,9,2013-07-22T03:19:00,,,,2 PHSEN instruments attached for cal/val. CTD S and O suspicious (not pumped/dirty?),/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1309,GP1,,10,2013-07-26T12:16:00,,,,This cast is meant for cal/val of the nearby hybrid profiler mooring,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-01_MV-130_2013-07-15/Ship Data/,missing,,
Global_Papa,MV-1404,GP2,,1,2014-06-11T21:14:00,,,Transit,Calibration Cast to 1000m with 21 microcats and 4 single acoustic releases. Water samples collected: Salinity (S),/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-02_MV-1404_2014-06-10/Ship Data/,ctd_raw/MV1404_001.cnv,no_samples,Water Sampling/Salt and O2/chavez_sal_july2014.xls
Global_Papa,MV-1404,GP2,,2,2014-06-12T05:49:00,,,Transit,"Calibration cast to 300m with FLMA and FLMB load cages, and spare PH sensor. Water samples collected: S, Oxygen (O), Carbon (C) and Chlorophyll (Chl)",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-02_MV-1404_2014-06-10/Ship Data/,ctd_raw/MV1404_002.cnv,Water Sampling/Salt and O2/SIOox_MV1404_corrected20140728.xlsx,Water Sampling/Salt and O2/chavez_sal_july2014.xls
Global_Papa,MV-1404,GP2,,3,2014-06-13T21:04:00,,,Transit,"Calibration cast to 300m with FLMA and FLMB load cages, and 2 microcats.  Water samples collected: O",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-02_MV-1404_2014-06-10/Ship Data/,ctd_raw/MV1404_003.cnv,Water Sampling/Salt and O2/SIOox_MV1404_corrected20140728.xlsx,Water Sampling/Salt and O2/chavez_sal_july2014.xls
Global_Papa,MV-1404,GP2,,4,2014-06-14T13:43:00,,,GP02HYPM,"Calibration cast to 3500m to collect prerecovery information for the HYPM and the two WFPs, and also had 8 microcats with deep pressure sensors and 4 acoustic releases.  Water samples collected: O, Chl, S",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-02_MV-1404_2014-06-10/Ship Data/,ctd_raw/MV1404_004.cnv,Water Sampling/Salt and O2/SIOox_MV1404_corrected20140728.xlsx,Water Sampling/Salt and O2/chavez_sal_july2014.xls
Global_Papa,MV-1404,GP2,,5,2014-06-15T09:52:00,,,central gliders,"Calibration cast to 1000m in the center of glidersÍ locations, with two microcats from the MFM bioframes, and 4 acoustic releases attached to rosette. Water samples collected: O, Chl, S",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-02_MV-1404_2014-06-10/Ship Data/,ctd_raw/MV1404_005.cnv,Water Sampling/Salt and O2/SIOox_MV1404_corrected20140728.xlsx,Water Sampling/Salt and O2/chavez_sal_july2014.xls
Global_Papa,MV-1404,GP2,,6,2014-06-19T03:14:00,,,GP02HYPM,"Calibration cast to 3500m to collect postdeployment information for the HYPM and the two WFPs, and also had 5 microcats.  Water samples collected: O, Chl, S",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-02_MV-1404_2014-06-10/Ship Data/,ctd_raw/MV1404_006.cnv,Water Sampling/Salt and O2/SIOox_MV1404_corrected20140728.xlsx,Water Sampling/Salt and O2/chavez_sal_july2014.xls
Global_Papa,MV-1404,GP2,,7,2014-06-19T08:39:00,,,Transit,"Calibration cast to 500m with recovered FLMA and FLMB load cages. Water samples collected: O, C, Chl, S",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-02_MV-1404_2014-06-10/Ship Data/,ctd_raw/MV1404_007.cnv,Water Sampling/Salt and O2/SIOox_MV1404_corrected20140728.xlsx,Water Sampling/Salt and O2/chavez_sal_july2014.xls
Global_Papa,MV-1404,GP2,,8,2014-06-20T08:02:00,,,FLMA,close to FLMA. Calibration Cast to 1000m with 19 microcats. Water samples collected: S,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-02_MV-1404_2014-06-10/Ship Data/,ctd_raw/MV1404_008.cnv,no_samples,Water Sampling/Salt and O2/chavez_sal_july2014.xls
Global_Papa,TN-323,GP3,,1,2015-05-31T06:17:00,49.08767,-132.6613,Transit,"Cal/val of to-be-deployed GP03FLM* instruments: DOSTA, PHSEN, FLORT. Acoustic release test.",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,TN-323,GP3,,2,2015-05-31T19:39:00,49.34583,-135.9677,Transit,Cal/val of to-be-deployed CTDMO sensors with 1000m rating (GP02HYPM and GP03FLM*). Acoustic release test.,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,TN-323,GP3,,3,2015-06-01T19:36:00,49.87633,-142.8777,Transit,Cal/val of to-be-deployed CTDMO sensors with 3500m rating (GP03FLM*). Acoustic release test.,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,TN-323,GP3,,4,2015-06-02T13:05:00,50.07833,-144.7795,GP02HYPM,Cal/val of 2014 GP02HYPM,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,TN-323,GP3,,5,2015-06-05T06:49:00,50.16583,-144.4497,Inside StnP array,Cal/val of gliders,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,TN-323,GP3,,6,2015-06-07T06:27:00,50.06383,-144.7982,GP02HYPM,"Cal/val of recovered GP03FLM* instruments: DOSTA, PHSEN, FLORT. Can possibly be used for nearby gliders and GP02HYPM as well.",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,TN-323,GP3,,7,2015-06-08T01:08:00,49.98817,-144.2462,Inside StnP array,Repeat of cast 6 for DOSTA instruments only (were not set up correctly during cast 6),/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,TN-323,GP3,,8,2015-06-08T05:11:00,50.06217,-144.8025,GP02HYPM,"Cal/val of new GP02HYPM mooring nearby, as well as of recovered CTDMO instruments (3500m rating from GP03FLM*). Can also be used for nearby gliders.",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,TN-323,GP3,,9,2015-06-09T02:05:00,50.342,-144.4057,Inside StnP array,"Cal/val of recovered CTDMO instruments (1000m rating, GP02HYPM and GP03FLM*)",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,TN-323,GP3,,10,2015-06-09T15:27:00,50.342,-144.4057,Inside StnP array,Repeat of cast 9 for 2 instruments that were not working during cast 9,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-03_TN-323_2015-05-29/Ship Data/,missing,,
Global_Papa,RB-16-05,GP4,,no info,,,,,,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-04_RB-16-05_2016-06-22/Ship Data/,missing,,
Global_Papa,SR17-10,GP5,,1,2017-07-09T19:55:00,41.92515,-129.6677,,Test acoustic releases,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,no_samples,no_samples
Global_Papa,SR17-10,GP5,,2,2017-07-09T22:04:00,41.92507,-129.6677,,Test acoustic releases,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,no_samples,no_samples
Global_Papa,SR17-10,GP5,,3,2017-07-09T23:51:00,41.92525,-129.6678,,Test acoustic releases,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,no_samples,no_samples
Global_Papa,SR17-10,GP5,,4,2017-07-13T05:00:00,50.02143,-144.3583,GP03FLMA-00005,Cast to test water depth,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,no_samples,no_samples
Global_Papa,SR17-10,GP5,,5,2017-07-14T01:53:00,50.03472,-144.3677,GP03FLMA-00005,"Cast to 1500m with samples taken for Oxygen, DIC, Salts, Nitrate, and Chlorophyll",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,missing,missing
Global_Papa,SR17-10,GP5,,6,2017-07-14T05:55:00,50.37615,-144.5144,GP03FLMB-00005,Cast to test water depth,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,no_samples,no_samples
Global_Papa,SR17-10,GP5,,7,2017-07-15T01:50:00,50.36547,-144.5254,GP03FLMB-00005,"Cast to 1500m with samples taken for Oxygen, pH, Salts, Nitrate, and Chlorophyll",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,missing,missing
Global_Papa,SR17-10,GP5,,8,2017-07-15T05:44:00,50.11447,-144.9161,GP02HYPM-00005,Cast to test water depth,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,no_samples,no_samples
Global_Papa,SR17-10,GP5,,9,2017-07-16T00:27:00,50.12132,-144.8974,GP02HYPM-00005,"Full depth cast with samples taken for Oxygen, pH, Salts, Nitrate, and Chlorophyll",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,missing,missing
Global_Papa,SR17-10,GP5,,10,2017-07-16T04:08:00,50.0869,-144.8232,GP02HYPM-00004,"Full depth cast with samples taken for Oxygen, pH, Salts, Nitrate, and Chlorophyll",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,missing,missing
Global_Papa,SR17-10,GP5,,11,2017-07-17T01:32:00,50.33273,-144.3773,GP03FLMB-00004,"Cast to 1500m with samples taken for Oxygen, DIC, Salts, Nitrate, and Chlorophyll",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,missing,missing
Global_Papa,SR17-10,GP5,,12,2017-07-17T03:16:00,50.3328,-144.3774,GP03FLMB-00004,Ancillary activity; no samples; test of handheld CTD strapped to CTD rosette,/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,no_samples,no_samples
Global_Papa,SR17-10,GP5,,13,2017-07-18T02:08:00,49.97538,-144.2601,GP03FLMA-0004,"Cast to 1500m with samples taken for Oxygen, DIC, Salts, Nitrate, and Chlorophyll",/Volumes/webdav/OOI/Global Station Papa Array/Cruise Data/Station_Papa-05_SR-17-11_2017-07-07/Ship Data/,missing,missing,missing
Global_Southern_Ocean,AT-26-29,GS1,,1,2015-02-13T19:15:00,-53.0131,-77.3151,,Testing acoustic releases for surface mooring; no water samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629001.cnv,no_samples,no_samples
Global_Southern_Ocean,AT-26-29,GS1,,2,2015-02-13T22:33:00,-53.0131,-77.3151,,"Cal/Val for 10 CTDMO's for HYPM, FLMA and FLMB;tested two dual acoustic releases; water samples for Salinity (S)",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629002.cnv,no_samples,Water Sampling/ctd_salts_oxygens/002.SAL
Global_Southern_Ocean,AT-26-29,GS1,,3,2015-02-14T03:00:00,-53.0131,-77.3151,,Cal/Val for 25 CTDMO's for FLM(A/B) and testing of four single acoustic releases; water samples for S,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629003.cnv,no_samples,Water Sampling/ctd_salts_oxygens/003.SAL
Global_Southern_Ocean,AT-26-29,GS1,,4,2015-02-14T06:42:00,-53.0131,-77.3151,,"Cal/Val for two top cages for flanking moorings; water samples for S, Oxygens (O), ph, inorganic carbon (DIC/TA), nutrients (nuts), chlorophyll (chloro)",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629004.cnv,Water Sampling/ctd_salts_oxygens/004OXY.xlsx,Water Sampling/ctd_salts_oxygens/004.SAL
Global_Southern_Ocean,AT-26-29,GS1,,5,2015-02-14T10:00:00,-53.0131,-77.3151,,CTD Cast with two dual releases for testing; no water samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629005.cnv,no_samples,no_samples
Global_Southern_Ocean,AT-26-29,GS1,,6,2015-02-19T00:57:00,-54.47128,-89.7034,,CTD cast with altimeter to verify the depth at target site for HYPM; no water samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629006.cnv,no_samples,no_samples
Global_Southern_Ocean,AT-26-29,GS1,,7,2015-02-20T02:39:00,-54.49602,-89.37452,,CTD cast to calibrate two SAMIs (FLMB and spare); water samples for pH,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629007.cnv,no_samples,no_samples
Global_Southern_Ocean,AT-26-29,GS1,,8,2015-02-20T21:21:00,-54.44198,-89.30193,,"Verification cast for Surface Mooring; water samples for S, O, ph, DIC/TA, nuts and chloro",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629008.cnv,Water Sampling/ctd_salts_oxygens/008OXY.xlsx,Water Sampling/ctd_salts_oxygens/008.SAL
Global_Southern_Ocean,AT-26-29,GS1,,9,2015-02-24T15:12:00,-54.5138,-89.47035,,"CTD cast in the vicinity of GS02HYPM to validate mooring data. Top 1000m also for glider validation; water samples for S, O, nuts, chloro",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629009.cnv,Water Sampling/ctd_salts_oxygens/009OXY.xlsx,Water Sampling/ctd_salts_oxygens/009.SAL
Global_Southern_Ocean,AT-26-29,GS1,,10,2015-02-26T19:47:00,-54.04877,-88.93372,,"CTD cast in the vicinity of GS03FLMB for mooring data validation; water samples for S, O, ph, DIC/TA, nuts, chloro",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629010.cnv,Water Sampling/ctd_salts_oxygens/010OXY.xlsx,Water Sampling/ctd_salts_oxygens/010.SAL
Global_Southern_Ocean,AT-26-29,GS1,,11,2015-02-27T00:00:00,-54.10158,-89.62673,,"CTD cast in the vicinity of GS03FLMA for mooring data validation; water samples for S, O, ph, DIC/TA, nuts, chloro",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629011.cnv,Water Sampling/ctd_salts_oxygens/011OXY.xlsx,Water Sampling/ctd_salts_oxygens/011.SAL
Global_Southern_Ocean,AT-26-29,GS1,,12,2015-02-28T00:00:00,-54.09213,-88.77725,,"Sync with glider; water samples for S, O, chloro",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-01_AT-26-29_2015-02-12/Ship Data/,ctd/process/at2629012.cnv,Water Sampling/ctd_salts_oxygens/012OXY.xlsx,Water Sampling/ctd_salts_oxygens/012.SAL
Global_Southern_Ocean,NBP-15-11,GS2,,1,2015-12-08T19:45:00,-53.31255,-80.2883,,"Testing acoustic releases; no samples - either O2 and S filenames are wrong, or notes are wrong",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_001.cnv,Water Sampling/001OXY.xlsx,Water Sampling/001SAL.xlsx
Global_Southern_Ocean,NBP-15-11,GS2,,2,2015-12-08T21:36:00,-53.31235,-80.2885,,"O2 and salinity - either O2 and S filenames are wrong, or notes are wrong",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_002.cnv,,
Global_Southern_Ocean,NBP-15-11,GS2,,3,2015-12-10T13:19:00,-54.4066,-89.2023,,Testing acoustic releases & bathymetry; no samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_003.cnv,no_samples,no_samples
Global_Southern_Ocean,NBP-15-11,GS2,,4,2015-12-10T16:55:00,-54.3655,-89.29777,,Testing acoustic releases; no samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_004.cnv,no_samples,no_samples
Global_Southern_Ocean,NBP-15-11,GS2,,5,2015-12-10T21:08:00,-54.3655,-89.29777,,Testing acoustic releases; no samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_005.cnv,no_samples,no_samples
Global_Southern_Ocean,NBP-15-11,GS2,,6,2015-12-12T16:23:00,-52.9375,-88.95632,Glider recovery,"O2, Salt, Nutrient, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_006.cnv,Water Sampling/006-8OXY.xlsx,Water Sampling/006_008SAL.xlsx
Global_Southern_Ocean,NBP-15-11,GS2,,7,2015-12-13T11:47:00,-54.47042,-89.24047,GS02HYPM-00002,Testing bathymetry; no samples,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_007.cnv,no_samples,no_samples
Global_Southern_Ocean,NBP-15-11,GS2,,8,2015-12-13T16:41:00,-54.51787,-89.37037,GS02HYPM-00001,O2 and salinity,/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_008.cnv,Water Sampling/006-8OXY.xlsx,Water Sampling/006_008SAL.xlsx
Global_Southern_Ocean,NBP-15-11,GS2,,9,2015-12-15T23:48:00,-54.08445,-88.86043,GS03FLMB-00002,"O2, pH, DIC/TA, Salt, Nutrient, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_009.cnv,Water Sampling/009OXY.xlsx,Water Sampling/009SAL.xlsx
Global_Southern_Ocean,NBP-15-11,GS2,,10,2015-12-17T00:41:00,-54.1288,-89.55338,GS03FLMA-00002,"O2, pH, DIC/TA, Salt, Nutrient, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_010.cnv,Water Sampling/010OXY.xlsx,Water Sampling/010SAL.xlsx
Global_Southern_Ocean,NBP-15-11,GS2,,11,2015-12-17T22:19:00,-54.11685,-89.5988,GS03FLMA-00001 & GS03FLMA-00002,"O2, DIC/TA, Salt, Nutrient, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_011.cnv,Water Sampling/011OXY.xlsx,Water Sampling/011SAL.xlsx
Global_Southern_Ocean,NBP-15-11,GS2,,12,2015-12-18T23:27:00,-54.08312,-88.89127,GS03FLMB-00001 & GS03FLMB-00002,"O2, DIC/TA, Salt, Nutrient, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_012.cnv,Water Sampling/012OXY.xlsx,Water Sampling/012SAL.xlsx
Global_Southern_Ocean,NBP-15-11,GS2,,13,2015-12-20T15:48:00,-54.12603,-89.75011,Glider deployment,"O2, Salt, Nutrient, Chl",/Volumes/webdav/OOI/Global Southern Ocean Array/Cruise Data/Southern_Ocean-02_NBP-15-11_2015-12-07/Ship Data/,CTD NBP1511/process/nbp1511_013.cnv,Water Sampling/013OXY.xlsx,Water Sampling/013SAL.xlsx
