reference_designator,stream_name
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_hardware_configuration
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_hardware_configuration_recovered
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_head_configuration
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_head_configuration_recovered
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_system_data
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_system_data_recovered
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_user_configuration
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_user_configuration_recovered
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_velocity_data
CE09OSSM-MFD35-01-VEL3DD000,vel3d_cd_dcl_velocity_data_recovered
CE09OSSM-MFD35-02-PRESFC000,presf_abc_dcl_tide_measurement
CE09OSSM-MFD35-02-PRESFC000,presf_abc_dcl_tide_measurement_recovered
CE09OSSM-MFD35-04-ADCPSJ000,adcps_jln_instrument
CE09OSSM-MFD35-04-ADCPSJ000,adcpt_acfgm_pd0_dcl_instrument
CE09OSSM-MFD35-04-ADCPSJ000,adcpt_acfgm_pd0_dcl_instrument_recovered
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_instrument
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_instrument_blank
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_instrument_blank_recovered
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_instrument_recovered
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_metadata
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_power
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_power_recovered
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_instrument
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_instrument_blank
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_metadata
CE09OSSM-MFD35-05-PCO2WB000,pco2w_abc_power
CE09OSSM-MFD35-06-PHSEND000,phsen_abcdef_dcl_instrument
CE09OSSM-MFD35-06-PHSEND000,phsen_abcdef_dcl_instrument_recovered
CE09OSSM-MFD35-06-PHSEND000,phsen_abcdef_dcl_metadata
CE09OSSM-MFD35-06-PHSEND000,phsen_abcdef_dcl_metadata_recovered
CE09OSSM-MFD35-06-PHSEND000,phsen_abcdef_instrument
CE09OSSM-MFD35-06-PHSEND000,phsen_abcdef_metadata
CE09OSSM-MFD37-01-OPTAAD000,optaa_dj_dcl_instrument
CE09OSSM-MFD37-01-OPTAAD000,optaa_dj_dcl_instrument_recovered
CE09OSSM-MFD37-01-OPTAAD000,optaa_dj_dcl_metadata
CE09OSSM-MFD37-01-OPTAAD000,optaa_dj_dcl_metadata_recovered
CE09OSSM-MFD37-03-CTDBPE000,ctdbp_cdef_dcl_instrument
CE09OSSM-MFD37-03-CTDBPE000,ctdbp_cdef_dcl_instrument_recovered
CE09OSSM-MFD37-03-CTDBPE000,ctdbp_cdef_instrument_recovered
CE09OSSM-MFD37-04-DOSTAD000,dosta_abcdjm_dcl_instrument
CE09OSSM-MFD37-04-DOSTAD000,dosta_abcdjm_dcl_instrument_recovered
CE09OSSM-MFD37-07-ZPLSCC000,zplsc_c_instrument
CE09OSSM-RID26-01-ADCPTC000,adcps_jln_instrument
CE09OSSM-RID26-01-ADCPTC000,adcpt_acfgm_pd0_dcl_instrument
CE09OSSM-RID26-01-ADCPTC000,adcpt_acfgm_pd0_dcl_instrument_recovered
CE09OSSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics
CE09OSSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata
CE09OSSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata_recovered
CE09OSSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics_recovered
CE09OSSM-RID26-04-VELPTA000,velpt_ab_dcl_instrument
CE09OSSM-RID26-04-VELPTA000,velpt_ab_dcl_instrument_recovered
CE09OSSM-RID26-04-VELPTA000,velpt_ab_diagnostics_metadata_recovered
CE09OSSM-RID26-04-VELPTA000,velpt_ab_diagnostics_recovered
CE09OSSM-RID26-04-VELPTA000,velpt_ab_instrument_metadata_recovered
CE09OSSM-RID26-04-VELPTA000,velpt_ab_instrument_recovered
CE09OSSM-RID26-06-PHSEND000,phsen_abcdef_dcl_instrument
CE09OSSM-RID26-06-PHSEND000,phsen_abcdef_dcl_instrument_recovered
CE09OSSM-RID26-06-PHSEND000,phsen_abcdef_dcl_metadata
CE09OSSM-RID26-06-PHSEND000,phsen_abcdef_dcl_metadata_recovered
CE09OSSM-RID26-06-PHSEND000,phsen_abcdef_instrument
CE09OSSM-RID26-06-PHSEND000,phsen_abcdef_metadata
CE09OSSM-RID26-07-NUTNRB000,nutnr_b_dark_instrument_recovered
CE09OSSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_instrument
CE09OSSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_instrument_recovered
CE09OSSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_metadata
CE09OSSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_metadata_recovered
CE09OSSM-RID26-07-NUTNRB000,nutnr_b_dcl_dark_conc_instrument
CE09OSSM-RID26-07-NUTNRB000,nutnr_b_dcl_dark_conc_instrument_recovered
CE09OSSM-RID26-07-NUTNRB000,nutnr_b_instrument_recovered
CE09OSSM-RID26-07-NUTNRB000,nutnr_b_metadata_recovered
CE09OSSM-RID26-08-SPKIRB000,spkir_abj_dcl_instrument
CE09OSSM-RID26-08-SPKIRB000,spkir_abj_dcl_instrument_recovered
CE09OSSM-RID27-01-OPTAAD000,optaa_dj_dcl_instrument
CE09OSSM-RID27-01-OPTAAD000,optaa_dj_dcl_instrument_recovered
CE09OSSM-RID27-01-OPTAAD000,optaa_dj_dcl_metadata
CE09OSSM-RID27-01-OPTAAD000,optaa_dj_dcl_metadata_recovered
CE09OSSM-RID27-02-FLORTD000,flort_dj_dcl_instrument
CE09OSSM-RID27-02-FLORTD000,flort_dj_dcl_instrument_recovered
CE09OSSM-RID27-03-CTDBPC000,ctdbp_cdef_dcl_instrument
CE09OSSM-RID27-03-CTDBPC000,ctdbp_cdef_dcl_instrument_recovered
CE09OSSM-RID27-03-CTDBPC000,ctdbp_cdef_instrument_recovered
CE09OSSM-RID27-04-DOSTAD000,dosta_abcdjm_dcl_instrument
CE09OSSM-RID27-04-DOSTAD000,dosta_abcdjm_dcl_instrument_recovered
CE09OSSM-SBD11-01-MOPAK0000,mopak_o_dcl_accel
CE09OSSM-SBD11-01-MOPAK0000,mopak_o_dcl_accel_recovered
CE09OSSM-SBD11-01-MOPAK0000,mopak_o_dcl_rate
CE09OSSM-SBD11-01-MOPAK0000,mopak_o_dcl_rate_recovered
CE09OSSM-SBD11-02-HYDGN0000,hyd_o_dcl_instrument
CE09OSSM-SBD11-02-HYDGN0000,hyd_o_dcl_instrument_recovered
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_dcl_diagnostics
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata_recovered
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_dcl_diagnostics_recovered
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_dcl_instrument
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_dcl_instrument_recovered
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_diagnostics_metadata_recovered
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_diagnostics_recovered
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_instrument_metadata_recovered
CE09OSSM-SBD11-04-VELPTA000,velpt_ab_instrument_recovered
CE09OSSM-SBD11-06-METBKA000,metbk_a_dcl_instrument
CE09OSSM-SBD11-06-METBKA000,metbk_a_dcl_instrument_recovered
CE09OSSM-SBD11-06-METBKA000,metbk_hourly
CE09OSSM-SBD12-03-HYDGN0000,hyd_o_dcl_instrument
CE09OSSM-SBD12-03-HYDGN0000,hyd_o_dcl_instrument_recovered
CE09OSSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_air
CE09OSSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_air_recovered
CE09OSSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_water
CE09OSSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_water_recovered
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_fourier
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_fourier_recovered
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_mean_directional
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_mean_directional_recovered
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_motion
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_motion_recovered
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_non_directional
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_non_directional_recovered
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_statistics
CE09OSSM-SBD12-05-WAVSSA000,wavss_a_dcl_statistics_recovered
CP01CNSM-MFD35-01-ADCPTF000,adcps_jln_instrument
CP01CNSM-MFD35-01-ADCPTF000,adcpt_acfgm_pd8_dcl_instrument
CP01CNSM-MFD35-01-ADCPTF000,adcpt_acfgm_pd8_dcl_instrument_recovered
CP01CNSM-MFD35-01-ADCPTF000,adcpt_m_instrument_dspec_recovered
CP01CNSM-MFD35-01-ADCPTF000,adcpt_m_instrument_fcoeff_recovered
CP01CNSM-MFD35-01-ADCPTF000,adcpt_m_instrument_log9_recovered
CP01CNSM-MFD35-01-ADCPTF000,adcpt_m_instrument_wvs_recovered
CP01CNSM-MFD35-02-PRESFB000,presf_abc_dcl_tide_measurement
CP01CNSM-MFD35-02-PRESFB000,presf_abc_dcl_tide_measurement_recovered
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_dcl_diagnostics
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata_recovered
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_dcl_diagnostics_recovered
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_dcl_instrument
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_dcl_instrument_recovered
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_diagnostics_metadata_recovered
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_diagnostics_recovered
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_instrument_metadata_recovered
CP01CNSM-MFD35-04-VELPTA000,velpt_ab_instrument_recovered
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_instrument
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_instrument_blank
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_instrument_blank_recovered
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_instrument_recovered
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_metadata
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_power
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_dcl_power_recovered
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_instrument
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_instrument_blank
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_metadata
CP01CNSM-MFD35-05-PCO2WB000,pco2w_abc_power
CP01CNSM-MFD35-06-PHSEND000,phsen_abcdef_dcl_instrument
CP01CNSM-MFD35-06-PHSEND000,phsen_abcdef_dcl_instrument_recovered
CP01CNSM-MFD35-06-PHSEND000,phsen_abcdef_dcl_metadata
CP01CNSM-MFD35-06-PHSEND000,phsen_abcdef_dcl_metadata_recovered
CP01CNSM-MFD35-06-PHSEND000,phsen_abcdef_instrument
CP01CNSM-MFD35-06-PHSEND000,phsen_abcdef_metadata
CP01CNSM-MFD37-01-OPTAAD000,optaa_dj_dcl_instrument
CP01CNSM-MFD37-01-OPTAAD000,optaa_dj_dcl_instrument_recovered
CP01CNSM-MFD37-01-OPTAAD000,optaa_dj_dcl_metadata
CP01CNSM-MFD37-01-OPTAAD000,optaa_dj_dcl_metadata_recovered
CP01CNSM-MFD37-03-CTDBPD000,ctdbp_cdef_dcl_instrument
CP01CNSM-MFD37-03-CTDBPD000,ctdbp_cdef_dcl_instrument_recovered
CP01CNSM-MFD37-03-CTDBPD000,ctdbp_cdef_instrument_recovered
CP01CNSM-MFD37-04-DOSTAD000,dosta_abcdjm_dcl_instrument
CP01CNSM-MFD37-04-DOSTAD000,dosta_abcdjm_dcl_instrument_recovered
CP01CNSM-MFD37-07-ZPLSCC000,zplsc_c_instrument
CP01CNSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics
CP01CNSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata
CP01CNSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata_recovered
CP01CNSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics_recovered
CP01CNSM-RID26-04-VELPTA000,velpt_ab_dcl_instrument
CP01CNSM-RID26-04-VELPTA000,velpt_ab_dcl_instrument_recovered
CP01CNSM-RID26-04-VELPTA000,velpt_ab_diagnostics_metadata_recovered
CP01CNSM-RID26-04-VELPTA000,velpt_ab_diagnostics_recovered
CP01CNSM-RID26-04-VELPTA000,velpt_ab_instrument_metadata_recovered
CP01CNSM-RID26-04-VELPTA000,velpt_ab_instrument_recovered
CP01CNSM-RID26-06-PHSEND000,phsen_abcdef_dcl_instrument
CP01CNSM-RID26-06-PHSEND000,phsen_abcdef_dcl_instrument_recovered
CP01CNSM-RID26-06-PHSEND000,phsen_abcdef_dcl_metadata
CP01CNSM-RID26-06-PHSEND000,phsen_abcdef_dcl_metadata_recovered
CP01CNSM-RID26-06-PHSEND000,phsen_abcdef_instrument
CP01CNSM-RID26-06-PHSEND000,phsen_abcdef_metadata
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dark_instrument_recovered
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_instrument
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_instrument_recovered
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_metadata
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_metadata_recovered
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_dark_conc_instrument
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_dark_conc_instrument_recovered
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_dark_full_instrument
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_dark_full_instrument_recovered
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_full_instrument
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_full_instrument_recovered
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_full_metadata
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_dcl_full_metadata_recovered
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_instrument_recovered
CP01CNSM-RID26-07-NUTNRB000,nutnr_b_metadata_recovered
CP01CNSM-RID26-08-SPKIRB000,spkir_abj_dcl_instrument
CP01CNSM-RID26-08-SPKIRB000,spkir_abj_dcl_instrument_recovered
CP01CNSM-RID27-01-OPTAAD000,optaa_dj_dcl_instrument
CP01CNSM-RID27-01-OPTAAD000,optaa_dj_dcl_instrument_recovered
CP01CNSM-RID27-01-OPTAAD000,optaa_dj_dcl_metadata
CP01CNSM-RID27-01-OPTAAD000,optaa_dj_dcl_metadata_recovered
CP01CNSM-RID27-02-FLORTD000,flort_dj_dcl_instrument
CP01CNSM-RID27-02-FLORTD000,flort_dj_dcl_instrument_recovered
CP01CNSM-RID27-03-CTDBPC000,ctdbp_cdef_dcl_instrument
CP01CNSM-RID27-03-CTDBPC000,ctdbp_cdef_dcl_instrument_recovered
CP01CNSM-RID27-03-CTDBPC000,ctdbp_cdef_instrument_recovered
CP01CNSM-RID27-04-DOSTAD000,dosta_abcdjm_dcl_instrument
CP01CNSM-RID27-04-DOSTAD000,dosta_abcdjm_dcl_instrument_recovered
CP01CNSM-SBD11-01-MOPAK0000,mopak_o_dcl_accel
CP01CNSM-SBD11-01-MOPAK0000,mopak_o_dcl_accel_recovered
CP01CNSM-SBD11-01-MOPAK0000,mopak_o_dcl_rate
CP01CNSM-SBD11-01-MOPAK0000,mopak_o_dcl_rate_recovered
CP01CNSM-SBD11-02-HYDGN0000,hyd_o_dcl_instrument
CP01CNSM-SBD11-02-HYDGN0000,hyd_o_dcl_instrument_recovered
CP01CNSM-SBD11-06-METBKA000,metbk_a_dcl_instrument
CP01CNSM-SBD11-06-METBKA000,metbk_a_dcl_instrument_recovered
CP01CNSM-SBD11-06-METBKA000,metbk_hourly
CP01CNSM-SBD12-03-HYDGN0000,hyd_o_dcl_instrument
CP01CNSM-SBD12-03-HYDGN0000,hyd_o_dcl_instrument_recovered
CP01CNSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_air
CP01CNSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_air_recovered
CP01CNSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_water
CP01CNSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_water_recovered
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_fourier
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_fourier_recovered
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_mean_directional
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_mean_directional_recovered
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_motion
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_motion_recovered
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_non_directional
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_non_directional_recovered
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_statistics
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_dcl_statistics_recovered
CP01CNSM-SBD12-06-METBKA000,metbk_a_dcl_instrument
CP01CNSM-SBD12-06-METBKA000,metbk_a_dcl_instrument_recovered
CP01CNSM-SBD12-06-METBKA000,metbk_hourly
CP01CNSM-SBD12-08-FDCHPA000,fdchp_a_dcl_instrument
CP01CNSM-SBD12-08-FDCHPA000,fdchp_a_dcl_instrument_recovered
CP01CNSM-SBD12-08-FDCHPA000,fdchp_a_instrument_recovered
CP01CNSP-SP001-02-OPTAAJ000,optaa_dj_cspp_instrument
CP01CNSP-SP001-02-OPTAAJ000,optaa_dj_cspp_instrument_recovered
CP01CNSP-SP001-02-OPTAAJ000,optaa_dj_cspp_metadata
CP01CNSP-SP001-02-OPTAAJ000,optaa_dj_cspp_metadata_recovered
CP01CNSP-SP001-03-NUTNRJ000,nutnr_j_cspp_dark_instrument
CP01CNSP-SP001-03-NUTNRJ000,nutnr_j_cspp_dark_instrument_recovered
CP01CNSP-SP001-03-NUTNRJ000,nutnr_j_cspp_instrument
CP01CNSP-SP001-03-NUTNRJ000,nutnr_j_cspp_instrument_recovered
CP01CNSP-SP001-03-NUTNRJ000,nutnr_j_cspp_metadata
CP01CNSP-SP001-03-NUTNRJ000,nutnr_j_cspp_metadata_recovered
CP01CNSP-SP001-05-VELPTJ000,velpt_j_cspp_instrument
CP01CNSP-SP001-05-VELPTJ000,velpt_j_cspp_instrument_recovered
CP01CNSP-SP001-05-VELPTJ000,velpt_j_cspp_metadata
CP01CNSP-SP001-05-VELPTJ000,velpt_j_cspp_metadata_recovered
CP01CNSP-SP001-06-DOSTAJ000,dosta_abcdjm_cspp_instrument
CP01CNSP-SP001-06-DOSTAJ000,dosta_abcdjm_cspp_instrument_recovered
CP01CNSP-SP001-06-DOSTAJ000,dosta_abcdjm_cspp_metadata
CP01CNSP-SP001-06-DOSTAJ000,dosta_abcdjm_cspp_metadata_recovered
CP01CNSP-SP001-07-SPKIRJ000,spkir_abj_cspp_instrument
CP01CNSP-SP001-07-SPKIRJ000,spkir_abj_cspp_instrument_recovered
CP01CNSP-SP001-07-SPKIRJ000,spkir_abj_cspp_metadata
CP01CNSP-SP001-07-SPKIRJ000,spkir_abj_cspp_metadata_recovered
CP01CNSP-SP001-08-CTDPFJ000,ctdpf_j_cspp_instrument
CP01CNSP-SP001-08-CTDPFJ000,ctdpf_j_cspp_instrument_recovered
CP01CNSP-SP001-08-CTDPFJ000,ctdpf_j_cspp_metadata
CP01CNSP-SP001-08-CTDPFJ000,ctdpf_j_cspp_metadata_recovered
CP01CNSP-SP001-09-FLORTJ000,flort_dj_cspp_instrument
CP01CNSP-SP001-09-FLORTJ000,flort_dj_cspp_instrument_recovered
CP01CNSP-SP001-09-FLORTJ000,flort_dj_cspp_metadata
CP01CNSP-SP001-09-FLORTJ000,flort_dj_cspp_metadata_recovered
CP01CNSP-SP001-10-PARADJ000,parad_j_cspp_instrument
CP01CNSP-SP001-10-PARADJ000,parad_j_cspp_instrument_recovered
CP01CNSP-SP001-10-PARADJ000,parad_j_cspp_metadata
CP01CNSP-SP001-10-PARADJ000,parad_j_cspp_metadata_recovered
CP02PMCI-RII01-02-ADCPTG010,adcps_jln_instrument
CP02PMCI-RII01-02-ADCPTG010,adcps_jln_stc_instrument
CP02PMCI-RII01-02-ADCPTG010,adcps_jln_stc_instrument_recovered
CP02PMCI-RII01-02-ADCPTG010,adcps_jln_stc_metadata
CP02PMCI-RII01-02-ADCPTG010,adcps_jln_stc_metadata_recovered
CP02PMCI-SBS01-01-MOPAK0000,mopak_o_dcl_accel
CP02PMCI-SBS01-01-MOPAK0000,mopak_o_dcl_accel_recovered
CP02PMCI-SBS01-01-MOPAK0000,mopak_o_dcl_rate
CP02PMCI-SBS01-01-MOPAK0000,mopak_o_dcl_rate_recovered
CP02PMCI-WFP01-01-VEL3DK000,vel3d_k_wfp_instrument
CP02PMCI-WFP01-01-VEL3DK000,vel3d_k_wfp_metadata
CP02PMCI-WFP01-01-VEL3DK000,vel3d_k_wfp_stc_instrument
CP02PMCI-WFP01-01-VEL3DK000,vel3d_k_wfp_stc_metadata
CP02PMCI-WFP01-01-VEL3DK000,vel3d_k_wfp_string
CP02PMCI-WFP01-02-DOFSTK000,dofst_k_wfp_instrument
CP02PMCI-WFP01-02-DOFSTK000,dofst_k_wfp_instrument_recovered
CP02PMCI-WFP01-02-DOFSTK000,dofst_k_wfp_metadata
CP02PMCI-WFP01-02-DOFSTK000,dofst_k_wfp_metadata_recovered
CP02PMCI-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_instrument
CP02PMCI-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_instrument_recovered
CP02PMCI-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_metadata
CP02PMCI-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_metadata_recovered
CP02PMCI-WFP01-04-FLORTK000,flort_kn_stc_imodem_instrument
CP02PMCI-WFP01-04-FLORTK000,flort_kn_stc_imodem_instrument_recovered
CP02PMCI-WFP01-05-PARADK000,parad_k__stc_imodem_instrument
CP02PMCI-WFP01-05-PARADK000,parad_k__stc_imodem_instrument_recovered
CP02PMCO-RII01-02-ADCPTG010,adcps_jln_instrument
CP02PMCO-RII01-02-ADCPTG010,adcps_jln_stc_instrument
CP02PMCO-RII01-02-ADCPTG010,adcps_jln_stc_instrument_recovered
CP02PMCO-RII01-02-ADCPTG010,adcps_jln_stc_metadata
CP02PMCO-RII01-02-ADCPTG010,adcps_jln_stc_metadata_recovered
CP02PMCO-SBS01-01-MOPAK0000,mopak_o_dcl_accel
CP02PMCO-SBS01-01-MOPAK0000,mopak_o_dcl_accel_recovered
CP02PMCO-SBS01-01-MOPAK0000,mopak_o_dcl_rate
CP02PMCO-SBS01-01-MOPAK0000,mopak_o_dcl_rate_recovered
CP02PMCO-WFP01-01-VEL3DK000,vel3d_k_wfp_instrument
CP02PMCO-WFP01-01-VEL3DK000,vel3d_k_wfp_metadata
CP02PMCO-WFP01-01-VEL3DK000,vel3d_k_wfp_stc_instrument
CP02PMCO-WFP01-01-VEL3DK000,vel3d_k_wfp_stc_metadata
CP02PMCO-WFP01-01-VEL3DK000,vel3d_k_wfp_string
CP02PMCO-WFP01-02-DOFSTK000,dofst_k_wfp_instrument
CP02PMCO-WFP01-02-DOFSTK000,dofst_k_wfp_instrument_recovered
CP02PMCO-WFP01-02-DOFSTK000,dofst_k_wfp_metadata
CP02PMCO-WFP01-02-DOFSTK000,dofst_k_wfp_metadata_recovered
CP02PMCO-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_instrument
CP02PMCO-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_instrument_recovered
CP02PMCO-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_metadata
CP02PMCO-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_metadata_recovered
CP02PMCO-WFP01-04-FLORTK000,flort_kn_stc_imodem_instrument
CP02PMCO-WFP01-04-FLORTK000,flort_kn_stc_imodem_instrument_recovered
CP02PMCO-WFP01-05-PARADK000,parad_k__stc_imodem_instrument
CP02PMCO-WFP01-05-PARADK000,parad_k__stc_imodem_instrument_recovered
CP02PMUI-RII01-02-ADCPTG010,adcps_jln_instrument
CP02PMUI-RII01-02-ADCPTG010,adcps_jln_stc_instrument
CP02PMUI-RII01-02-ADCPTG010,adcps_jln_stc_instrument_recovered
CP02PMUI-RII01-02-ADCPTG010,adcps_jln_stc_metadata
CP02PMUI-RII01-02-ADCPTG010,adcps_jln_stc_metadata_recovered
CP02PMUI-SBS01-01-MOPAK0000,mopak_o_dcl_accel
CP02PMUI-SBS01-01-MOPAK0000,mopak_o_dcl_accel_recovered
CP02PMUI-SBS01-01-MOPAK0000,mopak_o_dcl_rate
CP02PMUI-SBS01-01-MOPAK0000,mopak_o_dcl_rate_recovered
CP02PMUI-WFP01-01-VEL3DK000,vel3d_k_wfp_instrument
CP02PMUI-WFP01-01-VEL3DK000,vel3d_k_wfp_metadata
CP02PMUI-WFP01-01-VEL3DK000,vel3d_k_wfp_stc_instrument
CP02PMUI-WFP01-01-VEL3DK000,vel3d_k_wfp_stc_metadata
CP02PMUI-WFP01-01-VEL3DK000,vel3d_k_wfp_string
CP02PMUI-WFP01-02-DOFSTK000,dofst_k_wfp_instrument
CP02PMUI-WFP01-02-DOFSTK000,dofst_k_wfp_instrument_recovered
CP02PMUI-WFP01-02-DOFSTK000,dofst_k_wfp_metadata
CP02PMUI-WFP01-02-DOFSTK000,dofst_k_wfp_metadata_recovered
CP02PMUI-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_instrument
CP02PMUI-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_instrument_recovered
CP02PMUI-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_metadata
CP02PMUI-WFP01-03-CTDPFK000,ctdpf_ckl_wfp_metadata_recovered
CP02PMUI-WFP01-04-FLORTK000,flort_kn_stc_imodem_instrument
CP02PMUI-WFP01-04-FLORTK000,flort_kn_stc_imodem_instrument_recovered
CP02PMUI-WFP01-05-PARADK000,parad_k__stc_imodem_instrument
CP02PMUI-WFP01-05-PARADK000,parad_k__stc_imodem_instrument_recovered
